Ant Colony,Nearest Neighbor,Simulated Annealing,GCN,GAT,GAT V2
30.998961319284547,31.346491924423198,32.82352764331097,31.346491924423198,31.346491924423198,33.390770367723356
53.0204467749145,53.0204467749145,88.3742879169841,54.01097050970796,56.86703685012765,53.0204467749145
73.05010397966724,73.19554318755222,229.6793280632755,73.80805008918568,74.34814074316078,73.07955068764649
83.52258510353302,83.668024311418,326.56819153279463,85.48005250382492,115.14285804936098,85.63442890502841
113.56541394046337,118.62039549576501,531.7284158987886,118.79118948637677,142.49181487174963,115.64270992890589
